0.508,-0.305,-0.095,-0.305,-0.095,-0.305,-0.095
0.516,-0.265,-0.105,-0.265,-0.105,-0.265,-0.105
0.523,-0.235,-0.115,-0.235,-0.115,-0.235,-0.115
0.531,-0.265,-0.115,-0.265,-0.115,-0.265,-0.115
0.539,-0.245,-0.135,-0.245,-0.135,-0.245,-0.135
0.547,-0.215,-0.145,-0.215,-0.145,-0.215,-0.145
0.555,-0.195,-0.135,-0.195,-0.135,-0.195,-0.135
0.562,-0.175,-0.185,-0.175,-0.185,-0.175,-0.185
0.570,-0.185,-0.185,-0.185,-0.185,-0.185,-0.185
0.578,-0.175,-0.155,-0.175,-0.155,-0.175,-0.155
0.586,-0.135,-0.165,-0.135,-0.165,-0.135,-0.165
0.594,-0.145,-0.155,-0.145,-0.155,-0.145,-0.155
0.602,-0.105,-0.155,-0.105,-0.155,-0.105,-0.155
0.609,-0.115,-0.145,-0.115,-0.145,-0.115,-0.145
0.617,-0.145,-0.135,-0.145,-0.135,-0.145,-0.135
0.625,-0.135,-0.145,-0.135,-0.145,-0.135,-0.145
0.633,-0.155,-0.145,-0.155,-0.145,-0.155,-0.145
0.641,-0.145,-0.135,-0.145,-0.135,-0.145,-0.135
0.648,-0.165,-0.145,-0.165,-0.145,-0.165,-0.145
0.656,-0.155,-0.155,-0.155,-0.155,-0.155,-0.155
0.664,-0.175,-0.145,-0.175,-0.145,-0.175,-0.145
0.672,-0.175,-0.135,-0.175,-0.135,-0.175,-0.135
0.680,-0.165,-0.135,-0.165,-0.135,-0.165,-0.135
0.688,-0.175,-0.135,-0.175,-0.135,-0.175,-0.135
0.695,-0.165,-0.135,-0.165,-0.135,-0.165,-0.135
0.703,-0.165,-0.125,-0.165,-0.125,-0.165,-0.125
0.711,-0.155,-0.115,-0.155,-0.115,-0.155,-0.115
0.719,-0.155,-0.125,-0.155,-0.125,-0.155,-0.125
0.727,-0.165,-0.135,-0.165,-0.135,-0.165,-0.135
0.734,-0.155,-0.115,-0.155,-0.115,-0.155,-0.115
0.742,-0.165,-0.105,-0.165,-0.105,-0.165,-0.105
0.750,-0.145,-0.125,-0.145,-0.125,-0.145,-0.125
0.758,-0.155,-0.125,-0.155,-0.125,-0.155,-0.125
0.766,-0.145,-0.115,-0.145,-0.115,-0.145,-0.115
0.773,-0.155,-0.115,-0.155,-0.115,-0.155,-0.115
0.781,-0.165,-0.115,-0.165,-0.115,-0.165,-0.115
0.789,-0.165,-0.135,-0.165,-0.135,-0.165,-0.135
0.797,-0.175,-0.115,-0.175,-0.115,-0.175,-0.115
0.805,-0.155,-0.105,-0.155,-0.105,-0.155,-0.105
0.812,-0.165,-0.135,-0.165,-0.135,-0.165,-0.135
0.820,-0.185,-0.115,-0.185,-0.115,-0.185,-0.115
0.828,-0.185,-0.095,-0.185,-0.095,-0.185,-0.095
0.836,-0.155,-0.075,-0.155,-0.075,-0.155,-0.075
0.844,-0.145,-0.105,-0.145,-0.105,-0.145,-0.105
0.852,-0.165,-0.105,-0.165,-0.105,-0.165,-0.105
0.859,-0.155,-0.085,-0.155,-0.085,-0.155,-0.085
0.867,-0.125,-0.075,-0.125,-0.075,-0.125,-0.075
0.875,-0.115,-0.075,-0.115,-0.075,-0.115,-0.075
0.883,-0.115,-0.095,-0.115,-0.095,-0.115,-0.095
0.891,-0.135,-0.095,-0.135,-0.095,-0.135,-0.095
0.898,-0.125,-0.095,-0.125,-0.095,-0.125,-0.095
0.906,-0.135,-0.075,-0.135,-0.075,-0.135,-0.075
0.914,-0.135,-0.095,-0.135,-0.095,-0.135,-0.095
0.922,-0.155,-0.095,-0.155,-0.095,-0.155,-0.095
0.930,-0.165,-0.095,-0.165,-0.095,-0.165,-0.095
0.938,-0.155,-0.105,-0.155,-0.105,-0.155,-0.105
0.945,-0.145,-0.105,-0.145,-0.105,-0.145,-0.105
0.953,-0.165,-0.125,-0.165,-0.125,-0.165,-0.125
0.961,-0.155,-0.105,-0.155,-0.105,-0.155,-0.105
0.969,-0.145,-0.095,-0.145,-0.095,-0.145,-0.095
0.977,-0.155,-0.115,-0.155,-0.115,-0.155,-0.115
0.984,-0.175,-0.105,-0.175,-0.105,-0.175,-0.105
0.992,-0.155,-0.085,-0.155,-0.085,-0.155,-0.085
1.000,-0.145,-0.095,-0.145,-0.095,-0.145,-0.095
